0.00000	1.00000	
0.10000	0.81301	
0.20000	0.66098	
0.30000	0.53738	
0.40000	0.43690	
0.50000	0.35520	
0.60000	0.28878	
0.70000	0.23478	
0.80000	0.19088	
0.90000	0.15519	
1.00000	0.12617	
1.10000	0.10258	
1.20000	0.08339	
1.30000	0.06780	
1.40000	0.05512	
1.50000	0.04481	
1.60000	0.03643	
1.70000	0.02962	
1.80000	0.02408	
1.90000	0.01958	
2.00000	0.01592	
2.10000	0.01294	
2.20000	0.01052	
2.30000	0.00855	
2.40000	0.00695	
2.50000	0.00565	
2.60000	0.00460	
2.70000	0.00374	
2.80000	0.00304	
2.90000	0.00247	
3.00000	0.00201	
3.10000	0.00163	
3.20000	0.00133	
3.30000	0.00108	
3.40000	0.00088	
3.50000	0.00071	
3.60000	0.00058	
3.70000	0.00047	
3.80000	0.00038	
3.90000	0.00031	
4.00000	0.00025	
4.10000	0.00021	
4.20000	0.00017	
4.30000	0.00014	
4.40000	0.00011	
4.50000	0.00009	
4.60000	0.00007	
4.70000	0.00006	
4.80000	0.00005	
4.90000	0.00004	
5.00000	0.00003	
5.10000	0.00003	
5.20000	0.00002	
5.30000	0.00002	
5.40000	0.00001	
5.50000	0.00001	
5.60000	0.00001	
5.70000	0.00001	
5.80000	0.00001	
5.90000	0.00000	
6.00000	0.00000	
6.10000	0.00000	
6.20000	0.00000	
6.30000	0.00000	
6.40000	0.00000	
6.50000	0.00000	
6.60000	0.00000	
6.70000	0.00000	
6.80000	0.00000	
6.90000	0.00000	
7.00000	0.00000	
7.10000	0.00000	
7.20000	0.00000	
7.30000	0.00000	
7.40000	0.00000	
7.50000	0.00000	
7.60000	0.00000	
7.70000	0.00000	
7.80000	0.00000	
7.90000	0.00000	
8.00000	0.00000	
8.10000	0.00000	
8.20000	0.00000	
8.30000	0.00000	
8.40000	0.00000	
8.50000	0.00000	
8.60000	0.00000	
8.70000	0.00000	
8.80000	0.00000	
8.90000	0.00000	
9.00000	0.00000	
9.10000	0.00000	
9.20000	0.00000	
9.30000	0.00000	
9.40000	0.00000	
9.50000	0.00000	
9.60000	0.00000	
9.70000	0.00000	
9.80000	0.00000	
9.90000	0.00000	
10.00000	0.00000	
