0.00000	1.00000	
0.10000	0.77000	
0.20000	0.59290	
0.30000	0.45653	
0.40000	0.35153	
0.50000	0.27068	
0.60000	0.20842	
0.70000	0.16049	
0.80000	0.12357	
0.90000	0.09515	
1.00000	0.07327	
1.10000	0.05642	
1.20000	0.04344	
1.30000	0.03345	
1.40000	0.02576	
1.50000	0.01983	
1.60000	0.01527	
1.70000	0.01176	
1.80000	0.00905	
1.90000	0.00697	
2.00000	0.00537	
2.10000	0.00413	
2.20000	0.00318	
2.30000	0.00245	
2.40000	0.00189	
2.50000	0.00145	
2.60000	0.00112	
2.70000	0.00086	
2.80000	0.00066	
2.90000	0.00051	
3.00000	0.00039	
3.10000	0.00030	
3.20000	0.00023	
3.30000	0.00018	
3.40000	0.00014	
3.50000	0.00011	
3.60000	0.00008	
3.70000	0.00006	
3.80000	0.00005	
3.90000	0.00004	
4.00000	0.00003	
4.10000	0.00002	
4.20000	0.00002	
4.30000	0.00001	
4.40000	0.00001	
4.50000	0.00001	
4.60000	0.00001	
4.70000	0.00000	
4.80000	0.00000	
4.90000	0.00000	
5.00000	0.00000	
5.10000	0.00000	
5.20000	0.00000	
5.30000	0.00000	
5.40000	0.00000	
5.50000	0.00000	
5.60000	0.00000	
5.70000	0.00000	
5.80000	0.00000	
5.90000	0.00000	
6.00000	0.00000	
6.10000	0.00000	
6.20000	0.00000	
6.30000	0.00000	
6.40000	0.00000	
6.50000	0.00000	
6.60000	0.00000	
6.70000	0.00000	
6.80000	0.00000	
6.90000	0.00000	
7.00000	0.00000	
7.10000	0.00000	
7.20000	0.00000	
7.30000	0.00000	
7.40000	0.00000	
7.50000	0.00000	
7.60000	0.00000	
7.70000	0.00000	
7.80000	0.00000	
7.90000	0.00000	
8.00000	0.00000	
8.10000	0.00000	
8.20000	0.00000	
8.30000	0.00000	
8.40000	0.00000	
8.50000	0.00000	
8.60000	0.00000	
8.70000	0.00000	
8.80000	0.00000	
8.90000	0.00000	
9.00000	0.00000	
9.10000	0.00000	
9.20000	0.00000	
9.30000	0.00000	
9.40000	0.00000	
9.50000	0.00000	
9.60000	0.00000	
9.70000	0.00000	
9.80000	0.00000	
9.90000	0.00000	
10.00000	0.00000	
